Driver,LapNumber,LapTime,Stint,Compound,TyreLife,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST
LEC,41.0,0 days 00:01:14.835000,2.0,HARD,19.0,,,0 days 00:00:19.418000,0 days 00:00:35.406000,0 days 00:00:20.011000,207.0,196.0,260.0,277.0
LEC,42.0,0 days 00:01:15.133000,2.0,HARD,20.0,,,0 days 00:00:19.694000,0 days 00:00:35.573000,0 days 00:00:19.866000,193.0,194.0,258.0,277.0
LEC,43.0,0 days 00:01:14.556000,2.0,HARD,21.0,,,0 days 00:00:19.410000,0 days 00:00:35.327000,0 days 00:00:19.819000,208.0,197.0,259.0,277.0
LEC,44.0,0 days 00:01:14.265000,2.0,HARD,22.0,,,0 days 00:00:19.419000,0 days 00:00:35.154000,0 days 00:00:19.692000,207.0,199.0,258.0,278.0
LEC,45.0,0 days 00:01:14.210000,2.0,HARD,23.0,,,0 days 00:00:19.302000,0 days 00:00:35.232000,0 days 00:00:19.676000,206.0,200.0,258.0,278.0
LEC,46.0,0 days 00:01:14.339000,2.0,HARD,24.0,,,0 days 00:00:19.390000,0 days 00:00:35.275000,0 days 00:00:19.674000,208.0,198.0,259.0,278.0
LEC,47.0,0 days 00:01:14.534000,2.0,HARD,25.0,,,0 days 00:00:19.397000,0 days 00:00:35.357000,0 days 00:00:19.780000,209.0,198.0,258.0,278.0
LEC,48.0,0 days 00:01:14.731000,2.0,HARD,26.0,,,0 days 00:00:19.359000,0 days 00:00:35.489000,0 days 00:00:19.883000,,198.0,261.0,282.0
LEC,49.0,0 days 00:01:31.977000,2.0,HARD,27.0,,0 days 01:59:52.894000,0 days 00:00:19.562000,0 days 00:00:35.663000,0 days 00:00:36.752000,202.0,196.0,,284.0
LEC,50.0,0 days 00:01:17.100000,3.0,MEDIUM,4.0,0 days 02:00:16.472000,,0 days 00:00:22.255000,0 days 00:00:35.258000,0 days 00:00:19.587000,198.0,199.0,258.0,275.0
LEC,51.0,0 days 00:01:14.368000,3.0,MEDIUM,5.0,,,0 days 00:00:19.521000,0 days 00:00:35.290000,0 days 00:00:19.557000,207.0,199.0,259.0,279.0
LEC,52.0,0 days 00:01:14.421000,3.0,MEDIUM,6.0,,,0 days 00:00:19.356000,0 days 00:00:35.143000,0 days 00:00:19.922000,209.0,196.0,259.0,282.0
LEC,53.0,0 days 00:01:15.407000,3.0,MEDIUM,7.0,,,0 days 00:00:19.479000,0 days 00:00:35.548000,0 days 00:00:20.380000,204.0,194.0,269.0,282.0
LEC,54.0,0 days 00:01:17.108000,3.0,MEDIUM,8.0,,,0 days 00:00:19.712000,0 days 00:00:37.217000,0 days 00:00:20.179000,202.0,193.0,265.0,286.0
