Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:11:09.192000,ANT,12,0 days 00:01:22.753000,11.0,1.0,,,0 days 00:00:25.759000,0 days 00:00:29.023000,0 days 00:00:27.971000,0 days 01:10:12.198000,0 days 01:10:41.221000,0 days 01:11:09.192000,212.0,255.0,274.0,287.0,False,HARD,11.0,True,Mercedes,0 days 01:09:46.439000,2025-05-18 13:17:20.354,1,8.0,False,,False,True
0 days 01:12:32.266000,ANT,12,0 days 00:01:23.074000,12.0,1.0,,,0 days 00:00:25.990000,0 days 00:00:29.270000,0 days 00:00:27.814000,0 days 01:11:35.182000,0 days 01:12:04.452000,0 days 01:12:32.266000,209.0,254.0,275.0,287.0,False,HARD,12.0,True,Mercedes,0 days 01:11:09.192000,2025-05-18 13:18:43.107,1,7.0,False,,False,True
0 days 01:13:54.927000,ANT,12,0 days 00:01:22.661000,13.0,1.0,,,0 days 00:00:25.949000,0 days 00:00:29.033000,0 days 00:00:27.679000,0 days 01:12:58.215000,0 days 01:13:27.248000,0 days 01:13:54.927000,212.0,255.0,275.0,294.0,False,HARD,13.0,True,Mercedes,0 days 01:12:32.266000,2025-05-18 13:20:06.181,1,7.0,False,,False,True
0 days 01:15:17.440000,ANT,12,0 days 00:01:22.513000,14.0,1.0,,,0 days 00:00:25.994000,0 days 00:00:28.942000,0 days 00:00:27.577000,0 days 01:14:20.921000,0 days 01:14:49.863000,0 days 01:15:17.440000,211.0,255.0,275.0,296.0,False,HARD,14.0,True,Mercedes,0 days 01:13:54.927000,2025-05-18 13:21:28.842,1,5.0,False,,False,True
0 days 01:16:39.638000,ANT,12,0 days 00:01:22.198000,15.0,1.0,,,0 days 00:00:25.768000,0 days 00:00:28.927000,0 days 00:00:27.503000,0 days 01:15:43.208000,0 days 01:16:12.135000,0 days 01:16:39.638000,212.0,254.0,276.0,297.0,False,HARD,15.0,True,Mercedes,0 days 01:15:17.440000,2025-05-18 13:22:51.355,1,5.0,False,,False,True
0 days 01:18:02.058000,ANT,12,0 days 00:01:22.420000,16.0,1.0,,,0 days 00:00:26.193000,0 days 00:00:28.828000,0 days 00:00:27.399000,0 days 01:17:05.831000,0 days 01:17:34.659000,0 days 01:18:02.058000,215.0,254.0,277.0,297.0,False,HARD,16.0,True,Mercedes,0 days 01:16:39.638000,2025-05-18 13:24:13.553,1,5.0,False,,False,True
0 days 01:19:24.323000,ANT,12,0 days 00:01:22.265000,17.0,1.0,,,0 days 00:00:26.035000,0 days 00:00:28.778000,0 days 00:00:27.452000,0 days 01:18:28.093000,0 days 01:18:56.871000,0 days 01:19:24.323000,214.0,255.0,274.0,296.0,False,HARD,17.0,True,Mercedes,0 days 01:18:02.058000,2025-05-18 13:25:35.973,1,5.0,False,,False,True
0 days 01:20:46.565000,ANT,12,0 days 00:01:22.242000,18.0,1.0,,,0 days 00:00:25.997000,0 days 00:00:28.838000,0 days 00:00:27.407000,0 days 01:19:50.320000,0 days 01:20:19.158000,0 days 01:20:46.565000,215.0,256.0,273.0,294.0,False,HARD,18.0,True,Mercedes,0 days 01:19:24.323000,2025-05-18 13:26:58.238,1,5.0,False,,False,True
0 days 01:22:08.996000,ANT,12,0 days 00:01:22.431000,19.0,1.0,,,0 days 00:00:26.127000,0 days 00:00:28.779000,0 days 00:00:27.525000,0 days 01:21:12.692000,0 days 01:21:41.471000,0 days 01:22:08.996000,213.0,255.0,276.0,295.0,False,HARD,19.0,True,Mercedes,0 days 01:20:46.565000,2025-05-18 13:28:20.480,1,5.0,False,,False,True
0 days 01:23:31.600000,ANT,12,0 days 00:01:22.604000,20.0,1.0,,,0 days 00:00:26.313000,0 days 00:00:28.792000,0 days 00:00:27.499000,0 days 01:22:35.309000,0 days 01:23:04.101000,0 days 01:23:31.600000,215.0,255.0,276.0,294.0,False,HARD,20.0,True,Mercedes,0 days 01:22:08.996000,2025-05-18 13:29:42.911,1,5.0,False,,False,True
0 days 01:24:53.852000,ANT,12,0 days 00:01:22.252000,21.0,1.0,,,0 days 00:00:26.044000,0 days 00:00:28.760000,0 days 00:00:27.448000,0 days 01:23:57.644000,0 days 01:24:26.404000,0 days 01:24:53.852000,,256.0,273.0,294.0,False,HARD,21.0,True,Mercedes,0 days 01:23:31.600000,2025-05-18 13:31:05.515,1,5.0,False,,False,True
0 days 01:26:16.289000,ANT,12,0 days 00:01:22.437000,22.0,1.0,,,0 days 00:00:26.083000,0 days 00:00:28.836000,0 days 00:00:27.518000,0 days 01:25:19.935000,0 days 01:25:48.771000,0 days 01:26:16.289000,214.0,254.0,274.0,291.0,False,HARD,22.0,True,Mercedes,0 days 01:24:53.852000,2025-05-18 13:32:27.767,1,5.0,False,,False,True
0 days 01:27:38.625000,ANT,12,0 days 00:01:22.336000,23.0,1.0,,,0 days 00:00:26.024000,0 days 00:00:28.864000,0 days 00:00:27.448000,0 days 01:26:42.313000,0 days 01:27:11.177000,0 days 01:27:38.625000,215.0,255.0,275.0,294.0,False,HARD,23.0,True,Mercedes,0 days 01:26:16.289000,2025-05-18 13:33:50.204,1,5.0,False,,False,True
